,name,wiki_bool,wiki_length
1716,Eli Zeldov,False,0
1717,Qiang Shen,True,204
1718,Laszlo Peter Biro,False,0
1719,Shaon Ghosh,False,0
1720,Ron Naaman,False,0
1721,Robert Spreeuw,False,0
1722,Jairo Alexis Rodriguez L (orcid.org/0000-0003-1895-9319),False,0
1723,G. Mark Voit,True,3071
1724,Jean-Michel Nunzi,False,0
1725,Douglas R. Bergman,False,0
1726,Steve Cowley,True,204
1727,José Menéndez,False,0
1728,Anne Kahru,False,0
1729,Jens Juul Rasmussen,False,0
1730,Louis Strigari,False,0
1731,Fabian Essler,False,0
1732,Raffi Nazikian,False,0
1733,Dimitri Frantzeskakis,False,0
1734,Henning Voss,False,0
1735,Detlef Müller,True,6699
1736,Debra Dewhurst (nee Lumb),False,0
1737,Peter K N Yu,False,0
1738,Emmanuel Paschos,False,0
1739,Jaejun Yu,True,5321
1740,Kenneth Crozier,False,0
1741,Prof.Yangjian Cai (蔡阳健),False,0
1742,Junichiro Kono,True,50288
1743,A.K.M.A. Islam,False,0
1744,Huiru Tang,False,0
1745,Gary Morriss,False,0
1746,Allan N Kaufman,False,0
1747,Marian Boguña,False,0
1748,Wolfhard Janke,False,0
1749,Soo-Jong Rey,False,0
1750,William G. Lynch,False,0
1751,Daniel V. Schroeder,False,0
1752,Geoffrey Smith,True,1286
1753,Brian Metzger,False,0
1754,Lars Brink,True,3883
1755,Dennis C Rapaport,False,0
1756,Mikhail J. Shashkov,False,0
1757,G.A. Wade,False,0
1758,Ravi Pratap Singh,False,0
1759,Georg von Freymann,False,0
1760,Bennett Goldberg,False,0
1761,Dave Kielpinski,False,0
1762,Gerardo Adesso,False,0
1763,John E. Thomas,True,4271
1764,Carlos Bertulani,True,8491
1765,Wei Bao,True,1264
1766,Kevin Kit Parker,True,166
1767,Robert Fesen,False,0
1768,jack feinberg,False,0
1769,Jakob Reichel,False,0
1770,Salvatore Stagira,False,0
1771,David A. Gates,False,0
1772,Jianmin Tao,False,0
1773,Graham Kribs,False,0
1774,Oleg Kochukhov,False,0
1775,Michael Cushing,False,0
1776,Robert Beichner,False,0
1777,Douglas Natelson,False,0
1778,Garth M. Huber,False,0
1779,Frieder Mugele,False,0
1780,John R Cary,False,0
1781,Scott K. Holland,False,0
1782,Juha Javanainen,False,0
1783,Jianwei (John) Miao,False,0
1784,"Seehra, M. S.",False,0
1785,Kevin Lehmann,False,0
1786,Dario Vretenar,False,0
1787,Victor Dodonov,False,0
1788,Csaba Balazs,False,0
1789,Michael F. Brown,True,2916
1790,Gergely Palla,False,0
1791,Karsten Flensberg,False,0
1792,Carl E. Carlson,False,0
1793,Hrvoje Petek,False,0
1794,"Li, Jiali",False,0
1795,Michael J Rust,False,0
1796,Jeff Squier,False,0
1797,Martin Schmaltz,False,0
1798,Kestutis Pyragas,False,0
1799,Bernd Kärcher,False,0
1800,Johannes Courtial,False,0
1801,Peter Storey,True,33028
1802,Victor Steinberg,False,0
1803,Francesc Salvat,False,0
1804,Emmanuel N. Saridakis,False,0
1805,Dan M. Watson,False,0
1806,Kaustubh Agashe,False,0
1807,Sean Dobbs,False,0
1808,DaiSik Kim,False,0
1809,Adrienn Ruzsinszky,False,0
1810,Austin J. Minnich,False,0
1811,John Briggs,True,1588
1812,Reuven Chen,False,0
1813,Michael Shay,False,0
1814,Jeffrey Klein,True,819
1815,Yuri Pashkin,False,0
1816,Ritsch Helmut,False,0
1817,William R. Stockwell,False,0
1818,Marie-Louise Saboungi,False,0
1819,Gerhard Glatting,False,0
1820,James Larkin,True,35123
1821,ROBERT JOYNT,False,0
1822,Philip J Morrison,False,0
1823,Rhiju Das,True,4971
1824,吴 兴龙,False,0
1825,I.L. Buchbinder,False,0
1826,Joshua Gordon,True,4124
1827,Volodymyr M. Gun'ko (Володимир Мусійович Гунько),False,0
1828,Matthew Collett,False,0
1829,R. J. Furnstahl,False,0
1830,Jan Blaha,True,1304
1831,Arnold Burger,False,0
1832,Gary W. Slater,False,0
1833,Vladimir Marchenko,True,4149
1834,Philip C. Nelson,False,0
1835,"J.A. Vanfossen, Jr.",False,0
1836,Dipangkar Dutta,False,0
1837,Yuriy V. Pershin,False,0
1838,zhiguo zhang,False,0
1839,Shun-Qing Shen,False,0
1840,Ehud Altman,False,0
1841,alessandro torricelli,False,0
1842,Vinay Gupta,True,10894
1843,Lisa Young,True,204
1844,Andrey A. Sukhorukov,False,0
1845,Om Prakash Singh Negi,False,0
1846,Muhammad Akram,True,5112
1847,Alexandre Freundlich,False,0
1848,Steve Greenbaum,False,0
1849,Björn Lüssem,False,0
1850,juha töyräs,False,0
1851,Tomaz Prosen,False,0
1852,Hal Tasaki,False,0
1853,Marek Cieplak,False,0
1854,Henning Friis Poulsen,False,0
1855,H.C. Swart,False,0
1856,Nicolas Yunes,False,0
1857,Antonio De Felice,False,0
1858,Tuomo Suntola,True,9284
1859,Kenji FUKUSHIMA,False,0
1860,Peter Reiter,True,1195
1861,Uwe-Jens Wiese,False,0
1862,lucio braicovich,False,0
1863,Andrew A. Cole,False,0
1864,Daniel Palanker,False,0
1865,Jean-Pierre FAURIE,False,0
1866,Aditya Sadhanala,False,0
1867,Christoph Lienau,False,0
1868,Mario Liu,False,0
1869,Jorge L. Rodriguez,False,0
1870,Supratik Mukhopadhyay,False,0
1871,Claudio Conti,False,0
1872,Nadia Zakamska,True,3356
1873,Chris Gould,True,4442
1874,David Dance,False,0
1875,Terry Rudolph,False,0
1876,Paul Krehbiel,False,0
1877,Elizabeth M George,False,0
1878,Kunihito Ioka,False,0
1879,Moseler Michael,False,0
1880,Theo Odijk,False,0
1881,Qing He,False,0
1882,Alexander Schekochihin,False,0
1883,Ludger Wirtz,False,0
1884,John Lucey,False,0
1885,Haojing Yan,False,0
1886,Pedro Andreo,False,0
1887,XG Zhang,False,0
1888,Roland Kawakami,False,0
1889,Sergei Shandarin,False,0
1890,Martin Hegner,False,0
1891,Tobin Fricke,False,0
1892,Eric D'Asaro,False,0
1893,tito arecchi,False,0
1894,Peter Schmelcher,False,0
1895,David Newman,True,1220
1896,Peter Bobbert,False,0
1897,Juan P. Garrahan,False,0
1898,Jan Michael Rost,False,0
1899,Millot G,False,0
1900,Iouri Chepelev,False,0
1901,F. C. Wellstood,False,0
1902,Giulio Monaco,True,2957
1903,Frederick Cummings,False,0
1904,Jorge Pullin,True,15185
1905,Nicholas Scott,True,8162
1906,Tobi Delbruck,False,0
1907,Changyoung Kim,False,0
1908,Hong X. Tang,False,0
1909,Walter H Backes,False,0
1910,D. McK. Paul,False,0
1911,Milan Vanecek,False,0
1912,Didier Poilblanc,False,0
1913,Sung Ha Park,False,0
1914,George Lolos,False,0
1915,Daniel Prober,False,0
1916,Leo C. Stein,False,0
1917,K. Sreenivas,False,0
1918,Konstantin Vodopyanov,False,0
1919,Kyriakos tamvakis,False,0
1920,Alan T. Dorsey,False,0
1921,Dejan B Milosevic,False,0
1922,Jinlun Zhang,False,0
1923,Andrea Lancichinetti,False,0
1924,Lilian Childress,False,0
1925,harm hinrich rotermund,False,0
1926,Friedrich Aumayr,False,0
1927,Hideo Higuchi,False,0
1928,Heiko Rieger,False,0
1929,David Horn,True,214
1930,Steven M. Anlage,False,0
1931,Frank Jahnke,False,0
1932,George Batrouni,False,0
1933,Mark A. Novotny,False,0
1934,giuseppe sansone,False,0
1935,Christopher Homes,False,0
1936,Michel Fich,False,0
1937,Sung Heum Park,False,0
1938,Lorne Whitehead,False,0
1939,Konstantinos Makris,False,0
1940,Thomas Röckmann,False,0
1941,pasquale sodano,False,0
1942,David Tong,True,675
1943,jerzy jurkiewicz,False,0
1944,Dijana Dominis Prester,False,0
1945,Adrian Kent,False,0
1946,Baojun Chen-陈宝君,False,0
1947,Tamas Tel,False,0
1948,Junru Wu,False,0
1949,Young Kuk,False,0
1950,Jay Fineberg,False,0
1951,Martin Grant,False,0
1952,John Wygant,False,0
1953,Debashish Chowdhury,False,0
1954,Yasuhiro Tokura,False,0
1955,JUNG HWA SEO,False,0
1956,Alexey A Petrov,True,254
1957,Michael Cherry,True,4096
1958,Rene van Roij,False,0
1959,Tao Xiang,False,0
1960,Jo Verbeeck,False,0
1961,m. -c. chu,False,0
1962,Hidetoshi Akimune,False,0
1963,Dongqing Wei,False,0
1964,Hermann Dürr,False,0
1965,Kui-Qing Peng,False,0
1966,Guang-Han Cao,False,0
1967,Arno Rauschenbeutel,False,0
1968,Alice Quillen,False,0
1969,Yongzhong Qian,False,0
1970,Patrice Melinon,False,0
1971,Bahram Mashhoon,True,2392
1972,Ilan Koren,False,0
1973,David Nikogosyan,False,0
1974,Prof. P. Ravindran,False,0
1975,David Armstrong,True,1662
1976,Björn Manuel Hegelich,False,0
1977,Jens Koch,False,0
1978,Ian James Douglas MacGregor,False,0
1979,Lomtadze Temur,False,0
1980,C.G. Gray,False,0
1981,Heather J. Patrick,False,0
1982,Anthony Mezzacappa,False,0
1983,Matthias Hoek,False,0
1984,Anders Eriksson,True,756
1985,David Bowler,False,0
1986,Ramy El-Ganainy,False,0
1987,Timo Sajavaara,False,0
1988,Abraham Katzir,True,4237
1989,Miguel F Morales,False,0
1990,Sorin Solomon,False,0
1991,Megan J Povey,False,0
1992,Peter Palffy-Muhoray,False,0
1993,Aneta Stefanovska,False,0
1994,Michael Stavola,False,0
1995,Anna Hasenfratz,False,0
1996,Martin Makler,False,0
1997,Peter Lodahl,False,0
1998,P Henrik Alfredsson,False,0
1999,Victor Galitski,False,0
