,link,subject
310,https://scholar.google.com//citations?user=BK01UWwAAAAJ&hl=en,label:physics
311,https://scholar.google.com//citations?user=2fmzdo0AAAAJ&hl=en,label:physics
312,https://scholar.google.com//citations?user=Sy2A8B4AAAAJ&hl=en,label:physics
313,https://scholar.google.com//citations?user=rGLuKDYAAAAJ&hl=en,label:physics
314,https://scholar.google.com//citations?user=1CjakmkAAAAJ&hl=en,label:physics
315,https://scholar.google.com//citations?user=xzt4czQAAAAJ&hl=en,label:physics
316,https://scholar.google.com//citations?user=i8As0PEAAAAJ&hl=en,label:physics
317,https://scholar.google.com//citations?user=YpqUIWUAAAAJ&hl=en,label:physics
318,https://scholar.google.com//citations?user=YGJFCTkAAAAJ&hl=en,label:physics
319,https://scholar.google.com//citations?user=9g6Z6_UAAAAJ&hl=en,label:physics
320,https://scholar.google.com//citations?user=pzItt-EAAAAJ&hl=en,label:physics
321,https://scholar.google.com//citations?user=8b7tdr0AAAAJ&hl=en,label:physics
322,https://scholar.google.com//citations?user=ChyP0coAAAAJ&hl=en,label:physics
323,https://scholar.google.com//citations?user=ICEsx2UAAAAJ&hl=en,label:physics
324,https://scholar.google.com//citations?user=RyXw9R8AAAAJ&hl=en,label:physics
325,https://scholar.google.com//citations?user=NvEFgBMAAAAJ&hl=en,label:physics
326,https://scholar.google.com//citations?user=hjS0xZ0AAAAJ&hl=en,label:physics
327,https://scholar.google.com//citations?user=8m_HiJ0AAAAJ&hl=en,label:physics
328,https://scholar.google.com//citations?user=KA6PwWsAAAAJ&hl=en,label:physics
329,https://scholar.google.com//citations?user=eFaOUqsAAAAJ&hl=en,label:physics
330,https://scholar.google.com//citations?user=PMOPtaEAAAAJ&hl=en,label:physics
331,https://scholar.google.com//citations?user=XUfF2A0AAAAJ&hl=en,label:physics
332,https://scholar.google.com//citations?user=F2H2VvwAAAAJ&hl=en,label:physics
333,https://scholar.google.com//citations?user=2i4sfZsAAAAJ&hl=en,label:physics
334,https://scholar.google.com//citations?user=fGqOzcsAAAAJ&hl=en,label:physics
335,https://scholar.google.com//citations?user=kmlcyTcAAAAJ&hl=en,label:physics
336,https://scholar.google.com//citations?user=cotB_e0AAAAJ&hl=en,label:physics
337,https://scholar.google.com//citations?user=QJeFmVEAAAAJ&hl=en,label:physics
338,https://scholar.google.com//citations?user=HYsXM2QAAAAJ&hl=en,label:physics
339,https://scholar.google.com//citations?user=RgF4Y6IAAAAJ&hl=en,label:physics
340,https://scholar.google.com//citations?user=o2kzZtUAAAAJ&hl=en,label:physics
341,https://scholar.google.com//citations?user=4CzepjkAAAAJ&hl=en,label:physics
